season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary,writer,views,month,central_perk_loc,monicas_loc,chandlers_loc,ross_loc,monicas_lines,rachel_lines,ross_lines,phoebe_lines,joey_lines,chandler_lines,all_lines,num_guest_stars,common_director,epi_type,catchphrases,title_about,gunther,janice,richard,heckles,frank,estelle,ursula,part_1,rat_grouped
6,24, The One with the Proposal ,Kevin Bright (as Kevin S. Bright)    , 18 May 2000,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Alexandra Holden'"", "" 'John Apicella'"", "" 'Tori McPetrie'"", "" 'Jacqueline Schultz'"", "" 'Alexandra Margulies'"", "" 'Hunter Cochran'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Tom Selleck'"", "" 'Steve Hytner'"", "" 'Natasha Pearce'"", "" 'Anil Raman'"", "" 'Tony Nichols'"", "" 'Steven Harad'""]",9.08867102396514,3672,"Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad. Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans.",Shana Goldberg-Meehan & Scott SilveriAndrew Reich & Ted Cohen,30.7,5,0.1724137931034483,0.0,0.034482758620689655,0.034482758620689655,0.16727272727272727,0.15818181818181817,0.08545454545454545,0.11272727272727273,0.16,0.15272727272727274,0.0018181818181818182,0,Kevin Bright,fin,0,other,0,0,0,0,0,0,0,1,above
7,1, The One with Monica's Thunder ,Kevin Bright (as Kevin S. Bright)    , 12 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.4,3056,"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition.",Wil Calhoun & David Crane & Marta Kauffman,25.54,10,0.0,0.25,0.16666666666666666,0.0,0.18702290076335878,0.22900763358778625,0.183206106870229,0.11068702290076336,0.12213740458015267,0.16793893129770993,0.0,0,Kevin Bright,prem,0,['monica'],0,0,0,0,0,0,0,0,av
7,2, The One with Rachel's Book ,Michael Lembeck , 12 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Christina Pickles', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Suzanne Lanza', 'Elizabeth Talbot-Adams']",8.3,2851,"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading.",Andrew Reich & Ted Cohen,27.93,10,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.19823788546255505,0.16299559471365638,0.14096916299559473,0.1013215859030837,0.14537444933920704,0.16299559471365638,0.0,0,Michael Lembeck,reg,0,['rachel'],1,0,0,0,0,0,0,0,av
7,3, The One with Phoebe's Cookies ,Gary Halvorson , 19 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'James Michael Tyler']",8.1,2840,"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.",Sherry Bilsing & Ellen Plummer,22.7,10,0.23076923076923078,0.0,0.0,0.0,0.1576923076923077,0.2076923076923077,0.1423076923076923,0.11538461538461539,0.21153846153846154,0.15384615384615385,0.0,0,Gary Halvorson,reg,0,['phoebe'],1,0,0,0,0,0,0,0,below
7,4, The One with Rachel's Assistant ,David Schwimmer , 26 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Michael Kagan', 'Cody Tucker', 'Renee Rogers', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Jean St. James', 'Cynthia Graham', 'Eric Rutherford', 'Andrew Bilgore']",8.1,2858,"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives"".",Brian Boyle,22.66,10,0.25,0.0,0.125,0.0,0.15185185185185185,0.22592592592592592,0.1037037037037037,0.07037037037037037,0.12222222222222222,0.14444444444444443,0.0,0,David Schwimmer,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
7,5, The One with the Engagement Picture ,Gary Halvorson , 2 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'David Sutcliffe', 'Caroline Keenan', 'Roger Eschbacher', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Julia Campbell', 'Heather Sims', 'James Michael Tyler']",8.1,2826,"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing.",Earl Davis & Patty Lin,24.43,11,0.4117647058823529,0.0,0.058823529411764705,0.058823529411764705,0.0812720848056537,0.19434628975265017,0.1519434628975265,0.16607773851590105,0.0989399293286219,0.13427561837455831,0.0,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
7,6, The One with the Nap Partners ,Gary Halvorson , 9 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Stacy Galina', 'James Michael Tyler']",8.9,3415,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor.",Brian Buckner & Sebastian Jones,22.01,11,0.2857142857142857,0.0,0.21428571428571427,0.14285714285714285,0.1553784860557769,0.20318725099601595,0.13545816733067728,0.17131474103585656,0.17131474103585656,0.14741035856573706,0.0,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,above
7,7, The One with Ross's Library Book ,David Schwimmer , 16 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Doug Budin', 'Alexandra Margulies', 'Nicholas Thomas', 'Ben Hisoler', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kristin Davis', 'Michael D. Roberts', 'Sarah Murdoch', 'Andy Brewster', ""Jessica A. O'Sullivan"", 'Craig Rees', 'Ian Thorpe']",8.5,2896,Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the ...                    See full summary »,Scott Silveri,23.73,11,0.14285714285714285,0.0,0.2857142857142857,0.0,0.11673151750972763,0.1867704280155642,0.08171206225680934,0.0933852140077821,0.19455252918287938,0.10505836575875487,0.0,1,David Schwimmer,reg,0,['ross'],1,1,0,0,0,0,0,0,av
7,8, The One Where Chandler Doesn't Like Dogs ,Kevin Bright (as Kevin S. Bright)    , 23 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill']",8.2,2810,"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.",Patty Lin,16.57,11,0.0,0.0,0.0,0.2222222222222222,0.1411764705882353,0.1607843137254902,0.1450980392156863,0.1450980392156863,0.10588235294117647,0.19215686274509805,0.00392156862745098,0,Kevin Bright,reg,0,['chandler'],0,0,0,0,0,0,0,0,below
7,9, The One with All the Candy ,David Schwimmer , 7 December 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Steve Ireland', 'Ashley Clark', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Amy Hill', 'Jonathan T. Floyd']",8.1,2789,"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike.",Wil Calhoun,21.08,12,0.07142857142857142,0.0,0.0,0.0,0.1568627450980392,0.1450980392156863,0.16470588235294117,0.1568627450980392,0.07450980392156863,0.13333333333333333,0.00392156862745098,0,David Schwimmer,reg,0,other,0,0,0,0,0,0,0,0,below
7,10, The One with the Holiday Armadillo ,Gary Halvorson , 14 December 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Sean Corvelle', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cole Sprouse', 'Terry Rhoads', 'Barry Wiggins']",8.5,3059,"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey.",Gregory S. Malins,23.26,12,0.13333333333333333,0.0,0.2,0.06666666666666667,0.124,0.156,0.164,0.196,0.052,0.184,0.008,0,Gary Halvorson,reg,4,other,1,0,0,0,0,0,0,0,av
7,11, The One with All the Cheesecakes ,Gary Halvorson , 4 January 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Lela Lee', 'Mailon Rivera', 'Robyn Donny', 'Jim Hanna', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Gina Belafonte', 'Darlene Kardon', 'Joe Coyle', 'Sarfraz Manzoor']",8.6,2974,Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.,Shana Goldberg-Meehan,24.37,1,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.0,0.10740740740740741,0.13703703703703704,0.10740740740740741,0.2111111111111111,0.15185185185185185,0.15185185185185185,0.0,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,av
7,12, The One Where They're Up All Night ,Kevin Bright (as Kevin S. Bright)    , 11 January 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jason George', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill']",8.7,3021,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.",Zachary Rosenblatt,22.86,1,0.0,0.2857142857142857,0.047619047619047616,0.0,0.12690355329949238,0.14720812182741116,0.17766497461928935,0.07614213197969544,0.17766497461928935,0.12690355329949238,0.01015228426395939,0,Kevin Bright,reg,1,other,0,0,0,0,0,0,0,0,above
7,13, The One Where Rosita Dies ,Stephen Prime , 1 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Steven Rozic', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jason Alexander', 'Joyce Guy', 'Wendee Cole']",8.4,2857,Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.,Ellen Plummer & Sherry Bilsing & Brian Buckner & Sebastian Jones,22.24,2,0.05263157894736842,0.10526315789473684,0.3157894736842105,0.0,0.11221122112211221,0.1551155115511551,0.1485148514851485,0.1551155115511551,0.12871287128712872,0.0594059405940594,0.0,1,other,reg,0,other,0,0,0,0,0,0,0,0,av
7,14, The One Where They All Turn Thirty ,Ben Weiss , 8 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Eddie Cahill', 'Wayne Edward Sherwood', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Christina Pickles', 'Vanessa White']",8.6,3017,Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.,Vanessa McCarthy & Ellen Plummer & Sherry Bilsing,22.4,2,0.058823529411764705,0.0,0.23529411764705882,0.0,0.124,0.18,0.108,0.152,0.112,0.156,0.016,0,Ben Weiss,reg,0,other,0,0,0,0,0,0,1,0,av
7,15, The One with Joey's New Brain ,Kevin Bright (as Kevin S. Bright)    , 15 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Eva Amurri Martino', 'George Stults', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Susan Sarandon', 'Jack Betts', 'Jeff Asch']",8.4,2939,"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play ...                    See full summary »",Sherry Bilsing & Ellen Plummer & Andrew Reich & Ted Cohen,21.75,2,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.0,0.07301587301587302,0.20634920634920634,0.07301587301587302,0.14603174603174604,0.19682539682539682,0.06666666666666667,0.006349206349206349,1,Kevin Bright,reg,0,['joey'],1,0,0,0,0,0,0,0,av
7,16, The One with the Truth About London ,David Schwimmer , 22 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jane Sibbett', 'James Michael Tyler']",8.7,3002,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.",Brian Buckner & Sebastian Jones & Zachary Rosenblatt,21.22,2,0.3125,0.1875,0.25,0.0,0.17548746518105848,0.18384401114206128,0.10863509749303621,0.07520891364902507,0.1615598885793872,0.18662952646239556,0.0,0,David Schwimmer,reg,0,other,1,0,0,0,0,0,0,0,above
7,17, The One with the Cheap Wedding Dress ,Kevin Bright (as Kevin S. Bright)    , 15 March 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gabrielle Union', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Andrea Bendewald', 'Kim Harris']",8.4,2797,"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can ...                    See full summary »",Brian Buckner & Sebastian Jones & Andrew Reich & Ted Cohen,20.84,3,0.21428571428571427,0.35714285714285715,0.0,0.07142857142857142,0.16725978647686832,0.060498220640569395,0.19572953736654805,0.06405693950177936,0.20640569395017794,0.12099644128113879,0.0,1,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,av
7,18, The One with Joey's Award ,Gary Halvorson , 29 March 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kyle Howard', 'Troy Norton', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison Sweeney', 'Vince Vieluf', 'McKenzie Westmore', 'Kurtis Rintala']",8.4,2833,Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel ...                    See full summary »,Sherry Bilsing & Ellen Plummer & Brian Boyle,17.81,3,0.2222222222222222,0.05555555555555555,0.2777777777777778,0.0,0.1506849315068493,0.1917808219178082,0.1232876712328767,0.1278538812785388,0.2146118721461187,0.0410958904109589,0.0,1,Gary Halvorson,reg,0,['joey'],0,0,0,0,0,0,0,0,av
7,19, The One with Ross and Monica's Cousin ,Gary Halvorson , 19 April 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mo Gaffney', 'Scott Adsit', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Denise Richards', 'June Gable', 'Cindy Lu']",8.7,3202,Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.,Andrew Reich & Ted Cohen,16.55,4,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.2265625,0.15234375,0.08203125,0.171875,0.1796875,0.0390625,0.0,3,Gary Halvorson,reg,0,"['ross', 'monica']",0,0,0,0,0,1,0,0,above
7,20, The One with Rachel's Big Kiss ,Gary Halvorson , 26 April 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Winona Ryder', 'Mike J Daugherity']",8.4,2937,Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.,Scott Silveri & Shana Goldberg-Meehan,16.3,4,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.0,0.138996138996139,0.277992277992278,0.0694980694980695,0.08494208494208494,0.1583011583011583,0.15444015444015444,0.0,1,Gary Halvorson,reg,1,['rachel'],1,0,0,0,0,0,0,0,av
7,21, The One with the Vows ,Gary Halvorson , 3 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Christina Pickles']",7.5,2877,"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past.",Doty Abrams,15.65,5,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.21875,0.13671875,0.09375,0.14453125,0.15234375,0.25,0.00390625,0,Gary Halvorson,reg,1,other,0,0,0,0,0,0,0,0,below
7,22, The One with Chandler's Dad ,"Kevin Bright (as Kevin S. Bright), Gary Halvorson ", 10 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mark Consuelos', 'Chuck Martinez', 'Joe Everett Michaels', 'Michelle Haury', 'Kevin Alexander Stea', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kathleen Turner', 'Troy Norton', 'Alexis Arquette', 'Stephanie Dicker', 'Jeri Slaughter', 'James Michael Tyler']",8.4,2866,Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.,Gregory S. Malins & Brian Buckner & Sebastian Jones,17.23,5,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.0,0.11481481481481481,0.17777777777777778,0.14074074074074075,0.1037037037037037,0.12962962962962962,0.10740740740740741,0.003703703703703704,0,other,reg,0,['chandler'],1,0,0,0,0,0,0,0,av
7,23, The One with Monica and Chandler's Wedding: Part 1 ,Kevin Bright (as Kevin S. Bright)    , 17 May 2001,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Kathleen Turner'"", "" 'Morgan Fairchild'"", "" 'Mark Roberts'"", "" 'Claudia Stedelin'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Gary Oldman'"", "" 'Elliott Gould'"", "" 'James Michael Tyler'"", "" 'Christina Pickles'"", "" 'Peter James Smith'"", "" 'Roger Hamilton'"", "" 'Steve Susskind'""]",9.058604583272515,3425,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines. Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.",Gregory S. MalinsMarta Kauffman & David Crane,30.05,5,0.07407407407407407,0.25925925925925924,0.07407407407407407,0.0,0.12352941176470589,0.15098039215686274,0.1607843137254902,0.11176470588235295,0.14313725490196078,0.12156862745098039,0.00196078431372549,1,Kevin Bright,fin,0,"['chandler', 'monica']",0,0,0,0,0,0,0,1,above
8,1, The One After I Do ,Kevin Bright (as Kevin S. Bright)    , 27 September 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Morgan Fairchild', 'Jim Piddock', 'Christina Pickles', 'Matthew Mullany', 'Steffani Brass', 'Rachel Snow', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Bonnie Somerville', 'Cole Sprouse', 'Allen Lulu', 'Dane Anthony', 'Kendall Hebert']",8.7,3051,The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.,David Crane & Marta Kauffman,31.7,9,0.0,0.0,0.0,0.0,0.16428571428571428,0.16428571428571428,0.1392857142857143,0.15357142857142858,0.08928571428571429,0.08571428571428572,0.0,0,Kevin Bright,prem,0,other,0,0,0,0,0,0,0,0,above
8,2, The One with the Red Sweater ,David Schwimmer , 4 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phil Abrams', 'Teresa Parente', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Harry S. Murphy', 'Reggie Jordan', 'George Alan']",9.1,3524,"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos.",Dana Klein Borkow,30.04,10,0.25,0.25,0.0,0.0,0.15129151291512916,0.12915129151291513,0.14391143911439114,0.1918819188191882,0.12915129151291513,0.15867158671586715,0.0,0,David Schwimmer,reg,0,other,1,0,0,0,0,0,0,0,above
8,3, The One Where Rachel Tells... ,Sheldon Epps , 11 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Amanda Carlin', 'Evie Peck', 'Anita Dashiell', 'Laurie Okin', 'Christopher Michael', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Mike Hagerty', 'Lyn Alicia Henderson', ""John O'Brien"", 'Shane Nickerson', 'Kim Delgado']",8.7,2904,"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, ...                    See full summary »",Sherry Bilsing & Ellen Plummer,29.2,10,0.0,0.25,0.25,0.08333333333333333,0.11272727272727273,0.20363636363636364,0.24363636363636362,0.12,0.13818181818181818,0.08,0.0,0,other,reg,0,['rachel'],0,0,0,0,0,0,0,0,above
8,4, The One with the Videotape ,Kevin Bright (as Kevin S. Bright)    , 18 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Lisa Thornhill']",9.3,4182,"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it.",Scott Silveri,25.58,10,0.0,0.5,0.3,0.1,0.12313432835820895,0.23134328358208955,0.30970149253731344,0.06716417910447761,0.16791044776119404,0.07835820895522388,0.0037313432835820895,0,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,above
8,5, The One with Rachel's Date ,Gary Halvorson , 25 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Chris Parnell', 'Geoff Pierson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kevin Rahm', 'Bonnie Somerville', 'Johnny Messner', 'James Michael Tyler']",8.1,2750,"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on ...                    See full summary »",Brian Buckner & Sebastian Jones,25.64,10,0.1875,0.0625,0.1875,0.0,0.11333333333333333,0.12333333333333334,0.2,0.13,0.13,0.08666666666666667,0.0,1,Gary Halvorson,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
8,6, The One with the Halloween Party ,Gary Halvorson , 1 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Daniel E. Smith', 'Emily Osment', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sean Penn', 'James Michael Tyler', 'Rachel David', 'Ivy Malone']",8.5,3021,"Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula.",Mark Kunerth,26.96,11,0.16666666666666666,0.5,0.0,0.0,0.12162162162162163,0.11486486486486487,0.08783783783783784,0.17229729729729729,0.11824324324324324,0.10810810810810811,0.0,1,Gary Halvorson,reg,0,other,1,0,0,0,0,0,1,0,av
8,7, The One with the Stain ,Kevin Bright , 8 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Arden Myrin', 'Dale Raoul', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sean Penn', 'James Michael Tyler']",7.9,2815,"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe.",R. Lee Fleming Jr.,24.24,11,0.125,0.3125,0.1875,0.0,0.16091954022988506,0.15708812260536398,0.13026819923371646,0.12643678160919541,0.11877394636015326,0.11494252873563218,0.0,2,Kevin Bright,reg,0,other,1,0,0,0,0,0,0,0,below
8,8, The One with the Stripper ,David Schwimmer , 15 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bonnie Somerville', 'Fred Stoller', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Ron Leibman', 'Jackie Debatin', 'Martin Yu', 'James Michael Tyler']",8.8,3131,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with ...                    See full summary »",Andrew Reich & Ted Cohen,26.54,11,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.07751937984496124,0.16279069767441862,0.13953488372093023,0.08527131782945736,0.13178294573643412,0.16279069767441862,0.0,0,David Schwimmer,reg,0,other,1,0,0,0,0,0,0,0,above
8,9, The One with the Rumor ,Gary Halvorson , 22 November 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Brad Pitt']",9.3,5361,"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel.",Shana Goldberg-Meehan,24.24,11,0.0,0.75,0.25,0.0,0.22878228782287824,0.17712177121771217,0.13284132841328414,0.11439114391143912,0.1033210332103321,0.05904059040590406,0.0,1,Gary Halvorson,reg,1,other,0,0,0,0,0,0,0,0,above
8,10, The One with Monica's Boots ,Kevin Bright , 6 December 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Marla Sokoloff', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Trudie Styler', 'Tammy Townsend', 'Marc Rose', 'Janelle Pierzina']",8.1,2811,"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son.",Robert Carlock & Brian Buckner & Sebastian Jones,22.44,12,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.13818181818181818,0.15272727272727274,0.08363636363636363,0.18181818181818182,0.13454545454545455,0.12,0.0,0,Kevin Bright,reg,0,['monica'],1,0,0,0,0,0,0,0,below
8,11, The One with Ross's Step Forward ,Gary Halvorson , 13 December 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam McMurray', 'Evie Peck', 'Ashley Clark', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bonnie Somerville', 'Shawn Christian', 'Wesley Thompson', 'James Michael Tyler']",8.0,2680,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman.",Robert Carlock,23.85,12,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07758620689655173,0.1939655172413793,0.1810344827586207,0.125,0.09482758620689655,0.07758620689655173,0.0,0,Gary Halvorson,reg,0,['ross'],1,0,0,0,0,0,0,0,below
